metric,group_dimension,group_value,unit,bin_lower_exclusive,bin_upper_inclusive,bin_label,bin_count,bin_share,cumulative_count,cumulative_share,total_count
isl_tokens,provider,codex,tokens,57,64,"(57,64]",6195,0.046510754908217274,49054,0.3682870978640339,133195
isl_tokens,provider,codex,tokens,64,71,"(64,71]",1982,0.014880438454896956,51036,0.3831675363189309,133195
isl_tokens,provider,codex,tokens,71,80,"(71,80]",2217,0.016644768947783325,53253,0.39981230526671424,133195
isl_tokens,provider,codex,tokens,80,90,"(80,90]",1729,0.012980967754044821,54982,0.412793273020759,133195
isl_tokens,provider,codex,tokens,90,100,"(90,100]",2353,0.01766582829685799,57335,0.43045910131761705,133195
isl_tokens,provider,codex,tokens,100,113,"(100,113]",2040,0.015315890236119975,59375,0.445774991553737,133195
isl_tokens,provider,codex,tokens,113,126,"(113,126]",1389,0.010428319381358159,60764,0.45620331093509514,133195
isl_tokens,provider,codex,tokens,126,142,"(126,142]",1954,0.014670220353616878,62718,0.47087353128871207,133195
isl_tokens,provider,codex,tokens,142,159,"(142,159]",1612,0.012102556402267352,64330,0.4829760876909794,133195
isl_tokens,provider,codex,tokens,159,178,"(159,178]",1687,0.012665640602124705,66017,0.4956417282931041,133195
isl_tokens,provider,codex,tokens,178,200,"(178,200]",2478,0.01860430196328691,68495,0.514246030256391,133195
isl_tokens,provider,codex,tokens,200,224,"(200,224]",3204,0.024054957017906078,71699,0.5383009872742971,133195
isl_tokens,provider,codex,tokens,224,252,"(224,252]",1493,0.01120912947182702,73192,0.5495101167461242,133195
isl_tokens,provider,codex,tokens,252,282,"(252,282]",1660,0.012462930290176057,74852,0.5619730470363001,133195
isl_tokens,provider,codex,tokens,282,317,"(282,317]",2151,0.016149254851908854,77003,0.578122301888209,133195
isl_tokens,provider,codex,tokens,317,355,"(317,355]",1721,0.01292090543939337,78724,0.5910432073276024,133195
isl_tokens,provider,codex,tokens,355,399,"(355,399]",1738,0.013048537858027703,80462,0.6040917451856301,133195
isl_tokens,provider,codex,tokens,399,447,"(399,447]",1657,0.012440406922181764,82119,0.6165321521078119,133195
isl_tokens,provider,codex,tokens,447,502,"(447,502]",1668,0.012522992604827508,83787,0.6290551447126393,133195
isl_tokens,provider,codex,tokens,502,563,"(502,563]",1631,0.012245204399564549,85418,0.6413003491122039,133195
isl_tokens,provider,codex,tokens,563,631,"(563,631]",1880,0.014114643943090957,87298,0.6554149930552948,133195
